PRIORITY,OCR_STATUS,territory_id,District,territory_name,Type,STATUS,Agents,Cycle,Start (actual Start date),End (actual end date),Actual Man-Day,Days planned,Number_of_landmark,Number_of_trending,Number_of_regional,Number_of_iconic,Number_of_brands,total_logs,total_survey_logs,survey_log_new,survey_log_update_exist,survey_log_deleted,total_poi_portal,poi_portal_log_new,poi_portal_log_update_exist,poi_portal_log_deleted,total_trx,trx_draft,trx_ready_to_publish,trx_archived,trx_in_progress,Diffrencess,Area Score,high dansity ?
3,,9895,Oraija,city Riyadh Oraija district_675,Resid.,Open,,,,,0.18,0.12,0,0,0,0,1,2,0,0,0,0,2,0,1,1,26,23,1,2,0,-25,0.03,YES
3,,9903,Oraija,city Riyadh Oraija district_683,Mixed.,Open,,,,,0.09,0.06,0,0,0,0,1,7,0,0,0,0,7,0,3,4,14,9,1,4,0,-12,0.03,0
3,,9904,Oraija,city Riyadh Oraija district_684,Resid.,Open,,,,,0.05,0.03,0,0,0,0,1,5,0,0,0,0,5,0,3,2,10,5,2,3,0,-7,0.03,0
3,,9905,Oraija,city Riyadh Oraija district_685,Resid.,Open,,,,,0.13,0.09,0,0,0,0,1,7,0,0,0,0,7,0,3,4,19,13,1,5,0,-18,0.03,0
3,,9908,Oraija,city Riyadh Oraija district_688,Resid.,Open,,,,,0.11,0.08,0,0,0,0,1,9,0,0,0,0,9,0,8,1,16,13,2,1,0,-16,0.03,0
3,,9917,Oraija,city Riyadh Oraija district_697,Resid.,Open,,,,,0.14,0.1,0,0,0,0,1,8,0,0,0,0,8,1,4,3,24,14,4,6,0,-20,0.03,0
3,,9921,Oraija,city Riyadh Oraija district_701,Resid.,Open,,,,,0.05,0.03,0,0,0,0,1,1,0,0,0,0,1,0,1,0,9,6,1,2,0,-7,0.03,0
3,,9935,Oraija,city Riyadh Oraija district_715,Resid.,Open,,,,,0.05,0.03,0,0,0,0,1,3,0,0,0,0,3,0,1,2,9,6,1,2,0,-7,0.03,0
3,,9936,Oraija,city Riyadh Oraija district_716,Resid.,Open,,,,,0.14,0.09,0,0,0,0,1,10,0,0,0,0,10,1,5,4,26,14,4,8,0,-19,0.03,0
3,,9968,Eshbilia,Ishbiliyah district_12,Resid.,Open,,,,,0.09,0.06,0,0,0,0,1,4,0,0,0,0,4,0,3,1,16,11,2,3,0,-13,0.03,0
3,,9971,Eshbilia,Ishbiliyah district_15,Resid.,Open,,,,,0.08,0.05,0,0,0,0,1,6,0,0,0,0,6,0,5,1,14,9,2,3,0,-11,0.03,0
3,,9974,Eshbilia,Ishbiliyah district_18,Resid.,Open,,,,,0.05,0.03,0,0,0,0,1,6,0,0,0,0,6,0,6,0,8,6,1,1,0,-7,0.03,0
3,,9978,Eshbilia,Ishbiliyah district_21,Resid.,Open,,,,,0.2,0.13,0,0,0,0,1,9,0,0,0,0,9,1,7,1,35,26,2,7,0,-28,0.03,YES
3,,9980,Eshbilia,Ishbiliyah district_23,Resid.,Open,,,,,0.12,0.08,0,0,0,0,1,7,0,0,0,0,7,1,3,3,22,14,3,5,0,-17,0.03,0
3,,9985,Eshbilia,Ishbiliyah district_28,Resid.,Open,,,,,0.22,0.15,0,0,0,0,1,9,0,0,0,0,9,1,7,1,38,25,6,7,0,-31,0.03,0
3,,9989,Eshbilia,Ishbiliyah district_31,Resid.,Open,,,,,0.21,0.14,0,0,0,0,1,6,0,0,0,0,6,0,6,0,34,25,6,3,0,-30,0.03,YES
3,,9992,Eshbilia,Ishbiliyah district_34,Resid.,Open,,,,,0.07,0.05,0,0,0,0,1,2,0,0,0,0,2,0,2,0,11,8,2,1,0,-10,0.03,0
3,,9997,Eshbilia,Ishbiliyah district_39,Resid.,Open,,,,,0.1,0.07,0,0,0,0,1,2,0,0,0,0,2,0,1,1,15,13,1,1,0,-14,0.03,0
3,,10004,Eshbilia,Ishbiliyah district_45,Resid.,Open,,,,,0.14,0.09,0,0,0,0,1,17,0,0,0,0,17,2,12,3,23,14,5,4,0,-19,0.03,0
3,,10009,Eshbilia,Ishbiliyah district_6,Resid.,Off-Plan,surveyor3,,"March 16, 25","March 16, 25",0.21,0.14,0,0,0,0,1,3,1,0,1,0,2,0,2,0,31,26,3,2,0,-28,0.03,YES
3,,10161,Oraija,RUH_Oraija _09,Mixed.,Open,,,,,0.2,0.13,0,0,0,0,1,13,0,0,0,0,13,2,4,7,34,22,3,9,0,-28,0.03,0
3,,10172,Oraija,RUH_Oraija_10,Resid.,Open,,,,,0.04,0.03,0,0,0,0,1,1,0,0,0,0,1,0,1,0,6,5,1,0,0,-6,0.03,0
3,,10173,Oraija,RUH_Oraija_11,Resid.,Open,,,,,0.04,0.03,0,0,0,0,1,6,0,0,0,0,6,0,5,1,9,5,1,3,0,-6,0.03,0
3,,10174,Oraija,RUH_Oraija_12,Resid.,Open,,,,,0.06,0.04,0,0,0,0,1,2,0,0,0,0,2,0,2,0,9,6,2,1,0,-8,0.03,0
3,,5262,Al Rafiha,city Riyadh Al Rafiha district_1171,Mixed.,Open,,,,,0.16,0.11,1,0,0,0,1,15,0,0,0,0,15,1,10,4,30,16,5,9,0,-23,0,0
3,,6607,Al Munisiyah,Al Munisiyah district_260,Mixed.,Open,,,,,0.09,0.06,0,0,0,0,1,6,0,0,0,0,6,0,6,0,14,11,1,2,0,-12,0,0
3,,5250,Al Rafiha,city Riyadh Al Rafiha district_1159,Mixed.,Open,,,,,0.09,0.06,1,0,0,0,0,8,1,0,1,0,7,0,5,2,14,10,2,2,0,-11,0,0
3,,9084,East Naseem,city Riyadh Eastern Al Naseem district_896,Resid.,Open,,,,,0.16,0.1,1,0,0,0,0,4,0,0,0,0,4,0,2,2,23,19,1,3,0,-22,0,0
3,,9890,Oraija,city Riyadh Oraija district_670,Resid.,Open,,,,,0.05,0.03,1,0,0,0,0,5,0,0,0,0,5,1,3,1,8,5,2,1,0,-7,0,0
3,,6589,Al Munisiyah,Al Munisiyah district_242,Resid.,Open,,,,,0.1,0.07,0,0,0,0,0,8,0,0,0,0,8,1,4,3,17,12,2,3,0,-14,0,0
3,,5824,Al Aziziyah,Al Aziziyah district_107,Resid.,Open,,,,,0.1,0.07,0,0,0,0,0,7,0,0,0,0,7,0,7,0,14,12,2,0,0,-14,0,0
3,,5825,Al Aziziyah,Al Aziziyah district_108,Resid.,Open,,,,,0.18,0.12,0,0,0,0,0,2,0,0,0,0,2,0,1,1,28,24,1,3,0,-25,0,0
3,,5828,Al Aziziyah,Al Aziziyah district_111,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,3,0,0,0,0,3,1,1,1,12,10,1,1,0,-11,0,0
3,,5831,Al Aziziyah,Al Aziziyah district_114,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,5,0,0,0,0,5,1,3,1,6,3,2,1,0,-5,0,0
3,,5832,Al Aziziyah,Al Aziziyah district_115,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,4,0,0,0,0,4,0,2,2,14,9,1,4,0,-12,0,0
3,,5833,Al Aziziyah,Al Aziziyah district_116,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,3,0,0,0,0,3,1,1,1,4,2,1,1,0,-3,0,0
3,,5835,Al Aziziyah,Al Aziziyah district_118,Com,Open,,,,,0.09,0.06,0,0,0,0,0,1,0,0,0,0,1,0,1,0,14,12,1,1,0,-13,0,0
3,,5836,Al Aziziyah,Al Aziziyah district_119,Com,Open,,,,,0.03,0.02,0,0,0,0,0,4,0,0,0,0,4,0,4,0,4,3,1,0,0,-4,0,0
3,,5838,Al Aziziyah,Al Aziziyah district_121,Com,Open,,,,,0.07,0.05,0,0,0,0,0,2,0,0,0,0,2,0,2,0,10,9,1,0,0,-10,0,0
3,,5840,Al Aziziyah,Al Aziziyah district_123,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,-8,0,0
3,,5843,Al Aziziyah,Al Aziziyah district_126,Resid.,Open,,,,,0.16,0.11,0,0,0,0,0,6,0,0,0,0,6,1,3,2,24,19,3,2,0,-23,0,0
3,,5848,Al Aziziyah,Al Aziziyah district_131,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,3,0,0,0,0,3,1,1,1,7,5,1,1,0,-6,0,0
3,,5849,Al Aziziyah,Al Aziziyah district_132,Resid.,Open,,,,,0.1,0.07,0,0,0,0,0,2,0,0,0,0,2,0,0,2,17,14,0,3,0,-14,0,0
3,,5850,Al Aziziyah,Al Aziziyah district_133,Com,Open,,,,,0.09,0.06,0,0,0,0,0,10,0,0,0,0,10,2,5,3,16,10,3,3,0,-13,0,0
3,,5858,Al Aziziyah,Al Aziziyah district_141,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,-4,0,0
3,,5861,Al Aziziyah,Al Aziziyah district_148,Com,Open,,,,,0.06,0.04,0,0,0,0,0,2,0,0,0,0,2,0,2,0,8,6,2,0,0,-8,0,0
3,,5863,Al Aziziyah,Al Aziziyah district_150,Com,Open,,,,,0.04,0.02,0,0,0,0,0,3,0,0,0,0,3,0,2,1,7,4,1,2,0,-5,0,0
3,,5866,Al Aziziyah,Al Aziziyah district_153,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,2,0,0,0,0,2,0,0,2,7,5,0,2,0,-5,0,0
3,,5870,Al Aziziyah,Al Aziziyah district_157,Com,Open,,,,,0.24,0.16,0,0,0,0,0,8,0,0,0,0,8,1,5,2,35,29,3,3,0,-33,0,0
3,,5873,Al Aziziyah,Al Aziziyah district_160,Com,Open,,,,,0.12,0.08,0,0,0,0,0,3,0,0,0,0,3,1,1,1,19,16,1,2,0,-17,0,0
3,,5877,Al Aziziyah,Al Aziziyah district_164,Com,Open,,,,,0.12,0.08,0,0,0,0,0,5,0,0,0,0,5,0,1,4,19,13,1,5,0,-17,0,0
3,,5888,Al Aziziyah,Al Aziziyah district_175,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
3,,5889,Al Aziziyah,Al Aziziyah district_176,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,3,0,0,0,0,3,1,1,1,5,3,1,1,0,-4,0,0
3,,5893,Al Aziziyah,Al Aziziyah district_180,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,2,0,0,0,0,2,0,2,0,5,3,1,1,0,-4,0,0
3,,5898,Al Aziziyah,Al Aziziyah district_2,Com,Open,,,,,0.14,0.09,0,0,0,0,0,9,0,0,0,0,9,1,5,3,21,14,3,4,0,-19,0,0
3,,5907,Al Aziziyah,Al Aziziyah district_426,Resid.,Open,,,,,0.07,0.05,0,0,0,0,0,5,0,0,0,0,5,1,2,2,12,9,1,2,0,-10,0,0
3,,5908,Al Aziziyah,Al Aziziyah district_430,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,4,0,0,0,0,4,1,2,1,6,3,2,1,0,-5,0,0
3,,5912,Al Aziziyah,Al Aziziyah district_444,Resid.,,,,,,0.26,0.17,0,0,0,0,0,5,0,0,0,0,5,0,4,1,43,34,2,7,0,-36,0,0
3,,5914,Al Aziziyah,Al Aziziyah district_446,Com,,,,,,0.1,0.07,0,0,0,0,0,1,0,0,0,0,1,0,1,0,14,13,1,0,0,-14,0,0
3,,5916,Al Aziziyah,Al Aziziyah district_448,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,10,0,0,0,0,10,2,6,2,16,8,4,4,0,-12,0,0
3,,5919,Al Aziziyah,Al Aziziyah district_455,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
3,,5924,Al Aziziyah,Al Aziziyah district_469,Resid.,Open,,,,,0.11,0.08,0,0,0,0,0,8,0,0,0,0,8,2,4,2,21,12,4,5,0,-16,0,0
3,,5925,Al Aziziyah,Al Aziziyah district_470,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
3,,5926,Al Aziziyah,Al Aziziyah district_471,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,4,0,0,0,0,4,1,2,1,10,7,2,1,0,-9,0,0
3,,5927,Al Aziziyah,Al Aziziyah district_472,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,4,0,1,0,-4,0,0
3,,5930,Al Aziziyah,Al Aziziyah district_475,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,3,0,0,0,0,3,1,1,1,4,2,1,1,0,-3,0,0
3,,5932,Al Aziziyah,Al Aziziyah district_477,Resid.,Open,,,,,0.16,0.1,0,0,0,0,0,2,0,0,0,0,2,0,0,2,24,22,0,2,0,-22,0,YES
3,,5938,Al Aziziyah,Al Aziziyah district_483,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,6,0,0,0,0,6,1,1,4,7,2,1,4,0,-3,0,0
3,,5939,Al Aziziyah,Al Aziziyah district_484,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,3,0,0,0,0,3,1,1,1,8,6,1,1,0,-7,0,0
3,,5950,Al Aziziyah,Al Aziziyah district_89,Com,Open,,,,,0.09,0.06,0,0,0,0,0,5,0,0,0,0,5,0,5,0,14,11,2,1,0,-13,0,0
3,,5951,Al Aziziyah,Al Aziziyah district_90,Com,Open,,,,,0.29,0.19,0,0,0,0,0,4,0,0,0,0,4,0,4,0,40,39,1,0,0,-40,0,0
3,,5953,Al Aziziyah,Al Aziziyah district_92,Com,Open,,,,,0.03,0.02,0,0,0,0,0,2,0,0,0,0,2,0,2,0,4,3,1,0,0,-4,0,0
3,,5956,Al Aziziyah,Al Aziziyah district_95,Com,Open,,,,,0.11,0.07,0,0,0,0,0,4,0,0,0,0,4,0,4,0,17,14,1,2,0,-15,0,0
3,,6266,Al Khaleej,Al Khaleej district_2,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,2,0,0,0,0,2,0,0,2,10,7,0,3,0,-9,0,0
3,,6267,Al Khaleej,Al Khaleej district_204,Resid.,Open,,,,,0.34,0.22,0,0,0,0,0,15,0,0,0,0,15,2,8,5,54,39,6,9,0,-47,0,YES
3,,6269,Al Khaleej,Al Khaleej district_206,Resid.,Open,,,,,0.26,0.17,0,0,0,0,0,7,0,0,0,0,7,0,0,7,37,29,0,8,0,-36,0,0
3,,6276,Al Khaleej,Al Khaleej district_213,Resid.,Open,,,,,0.16,0.11,0,0,0,0,0,3,0,0,0,0,3,0,2,1,24,22,1,1,0,-23,0,YES
3,,6285,Al Khaleej,Al Khaleej district_222,Resid.,Open,,,,,0.11,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,2,0,-15,0,0
3,,6299,Al Khaleej,Al Khaleej district_236,Resid.,Open,,,,,0.13,0.09,0,0,0,0,0,3,0,0,0,0,3,1,1,1,20,17,1,2,0,-18,0,YES
3,,6302,Al Khaleej,Al Khaleej district_239,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,5,0,0,0,0,5,1,3,1,16,10,3,3,0,-13,0,0
3,,6304,Al Khaleej,Al Khaleej district_241,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,3,0,0,0,0,3,1,1,1,11,8,1,2,0,-9,0,0
3,,6562,Al Munisiyah,Al Munisiyah district_215,Resid.,Open,,,,,0.13,0.09,0,0,0,0,0,4,0,0,0,0,4,1,2,1,20,16,2,2,0,-18,0,YES
3,,6567,Al Munisiyah,Al Munisiyah district_220,Resid.,Open,,,,,0.07,0.05,0,0,0,0,0,4,0,0,0,0,4,1,1,2,13,9,1,3,0,-10,0,0
3,,6576,Al Munisiyah,Al Munisiyah district_229,Mixed.,Open,,,,,0.21,0.14,0,0,0,0,0,6,0,0,0,0,6,2,2,2,34,27,2,5,0,-29,0,YES
3,,6591,Al Munisiyah,Al Munisiyah district_244,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,3,0,0,0,0,3,1,1,1,6,4,1,1,0,-5,0,0
3,,6595,Al Munisiyah,Al Munisiyah district_248,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,1,0,-9,0,0
3,,6597,Al Munisiyah,Al Munisiyah district_250,Resid.,Open,,,,,0.11,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,-16,0,0
3,,6602,Al Munisiyah,Al Munisiyah district_255,Mixed.,Open,,,,,0.07,0.05,0,0,0,0,0,2,0,0,0,0,2,0,2,0,10,9,1,0,0,-10,0,0
3,,6603,Al Munisiyah,Al Munisiyah district_256,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
3,,6604,Al Munisiyah,Al Munisiyah district_257,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,1,0,0,0,0,1,0,1,0,12,10,1,1,0,-11,0,0
3,,6608,Al Munisiyah,Al Munisiyah district_261,Mixed.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
3,,6616,Al Munisiyah,Al Munisiyah district_269,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,7,0,0,0,0,7,2,3,2,15,9,3,3,0,-12,0,0
3,,6620,Al Munisiyah,Al Munisiyah district_273,Resid.,Open,,,,,0.07,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,-10,0,0
3,,6622,Al Munisiyah,Al Munisiyah district_275,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,3,0,0,0,0,3,1,1,1,8,5,1,2,0,-6,0,0
3,,6623,Al Munisiyah,Al Munisiyah district_276,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,0
3,,6627,Al Munisiyah,Al Munisiyah district_280,Resid.,Open,,,,,0.16,0.1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,28,22,0,6,0,-22,0,0
3,,6628,Al Munisiyah,Al Munisiyah district_281,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,6,0,0,0,0,6,2,2,2,9,5,2,2,0,-7,0,0
3,,6629,Al Munisiyah,Al Munisiyah district_282,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,-4,0,0
3,,6654,Al Nahdah,Al Nahdah district_164,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,3,0,0,0,0,3,1,1,1,5,3,1,1,0,-4,0,0
3,,6656,Al Nahdah,Al Nahdah district_166,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,4,0,0,0,0,4,1,1,2,17,12,1,4,0,-13,0,0
3,,6657,Al Nahdah,Al Nahdah district_167,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,-7,0,0
3,,6658,Al Nahdah,Al Nahdah district_168,Resid.,Open,,,,,0.24,0.16,0,0,0,0,0,12,0,0,0,0,12,0,10,2,38,29,4,5,0,-33,0,0
3,,6660,Al Nahdah,Al Nahdah district_170,Resid.,Open,,,,,0.11,0.08,0,0,0,0,0,12,0,0,0,0,12,0,11,1,18,11,5,2,0,-16,0,0
3,,6669,Al Nahdah,Al Nahdah district_179,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,1,0,-11,0,0
3,,6679,Al Nahdah,Al Nahdah district_189,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,4,0,1,0,-4,0,0
3,,6680,Al Nahdah,Al Nahdah district_190,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,5,0,0,0,0,5,0,5,0,15,11,2,2,0,-13,0,0
3,,6684,Al Nahdah,Al Nahdah district_194,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
3,,6687,Al Nahdah,Al Nahdah district_197,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,1,0,0,0,0,1,0,0,1,14,11,0,3,0,-12,0,YES
3,,6688,Al Nahdah,Al Nahdah district_198,Mixed.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,-6,0,0
3,,6690,Al Nahdah,Al Nahdah district_200,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,3,0,0,0,0,3,0,3,0,14,11,2,1,0,-13,0,0
3,,6691,Al Nahdah,Al Nahdah district_201,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,6,0,0,0,0,6,1,4,1,13,7,2,4,0,-9,0,0
3,,6921,Al Sinaiyah,Al Sinaiyah district_10000504,Com,Open,,,,,0.3,0.2,0,0,0,0,0,4,0,0,0,0,4,1,1,2,46,41,1,4,0,-42,0,0
3,,6928,Al Sinaiyah,Al Sinaiyah district_10000511,Mixed.,Open,,,,,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,2,0,-7,0,0
3,,6931,Al Sinaiyah,Al Sinaiyah district_10000514,Indust.,Open,,,,,0.24,0.16,0,0,0,0,0,7,0,0,0,0,7,0,7,0,37,31,2,4,0,-33,0,0
3,,6982,Al Yarmuk,Al Yarmuk district_182,Resid.,Open,,,,,0.12,0.08,0,0,0,0,0,8,0,0,0,0,8,1,6,1,21,14,3,4,0,-17,0,0
3,,6993,Al Yarmuk,Al Yarmuk district_193,Resid.,Open,,,,,0.07,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,-10,0,0
3,,7001,Al Yarmuk,Al Yarmuk district_201,Resid.,Open,,,,,0.16,0.1,0,0,0,0,0,12,0,0,0,0,12,1,10,1,24,18,4,2,0,-22,0,YES
3,,7141,Al Badiea,city Riyadh Al Badiea district_1172,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,3,0,0,0,0,3,1,1,1,6,4,1,1,0,-5,0,0
3,,7143,Al Badiea,city Riyadh Al Badiea district_1174,Mixed.,Open,,,,,0.02,0.01,0,0,0,0,0,3,0,0,0,0,3,1,1,1,4,2,1,1,0,-3,0,0
3,,7145,Al Badiea,city Riyadh Al Badiea district_1176,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,4,0,0,0,0,4,1,1,2,6,2,1,3,0,-3,0,0
3,,7147,Al Badiea,city Riyadh Al Badiea district_1178,Mixed.,Open,,,,,0.05,0.03,0,0,0,0,0,2,0,0,0,0,2,0,0,2,10,7,0,3,0,-7,0,YES
3,,7151,Al Badiea,city Riyadh Al Badiea district_1182,Mixed.,Open,,,,,0.07,0.05,0,0,0,0,0,4,0,0,0,0,4,1,1,2,12,8,1,3,0,-10,0,YES
3,,7158,Al Badiea,city Riyadh Al Badiea district_1189,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,-3,0,0
3,,7162,Al Badiea,city Riyadh Al Badiea district_1193,Resid.,Open,,,,,0.11,0.07,0,0,0,0,0,1,0,0,0,0,1,0,0,1,17,14,0,3,0,-15,0,YES
3,,7163,Al Badiea,city Riyadh Al Badiea district_1194,Resid.,Open,,,,,0.11,0.07,0,0,0,0,0,4,0,0,0,0,4,0,2,2,17,13,1,3,0,-15,0,0
3,,7167,Al Badiea,city Riyadh Al Badiea district_1198,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,4,0,0,0,0,4,0,3,1,10,7,1,2,0,-8,0,0
3,,7169,Al Badiea,city Riyadh Al Badiea district_1200,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
3,,7172,Al Badiea,city Riyadh Al Badiea district_1203,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,1,0,-9,0,0
3,,7173,Al Badiea,city Riyadh Al Badiea district_1204,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,2,0,0,0,0,2,0,2,0,10,6,1,3,0,-7,0,0
3,,7192,Al Fayha,city Riyadh Al Fayha district_365,Resid.,Open,,,,,0.11,0.08,0,0,0,0,0,8,0,0,0,0,8,1,5,2,19,14,2,3,0,-16,0,0
3,,7195,Al Fayha,city Riyadh Al Fayha district_368,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,3,0,0,0,0,3,1,1,1,5,3,1,1,0,-4,0,0
3,,7196,Al Fayha,city Riyadh Al Fayha district_369,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,0,-4,0,0
3,,7203,Al Fayha,city Riyadh Al Fayha district_376,Resid.,Open,,,,,0.1,0.07,0,0,0,0,0,5,0,0,0,0,5,2,1,2,15,12,1,2,0,-14,0,0
3,,7205,Al Fayha,city Riyadh Al Fayha district_378,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,2,1,0,0,-3,0,0
3,,7206,Al Fayha,city Riyadh Al Fayha district_379,Mixed.,Open,,,,,0.02,0.01,0,0,0,0,0,3,0,0,0,0,3,1,1,1,4,2,1,1,0,-3,0,0
3,,7208,Al Fayha,city Riyadh Al Fayha district_381,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,8,0,0,0,0,8,1,6,1,9,5,3,1,0,-8,0,0
3,,7212,Al Fayha,city Riyadh Al Fayha district_385,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,3,0,0,0,0,3,1,1,1,16,11,1,4,0,-12,0,0
3,,7217,Al Fayha,city Riyadh Al Fayha district_390,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,5,0,0,0,0,5,1,3,1,8,4,3,1,0,-7,0,0
3,,7215,Al Fayha,city Riyadh Al Fayha district_388,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
3,,7218,Al Fayha,city Riyadh Al Fayha district_391,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,0
3,,7220,Al Fayha,city Riyadh Al Fayha district_393,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,2,0,0,0,0,2,0,0,2,8,6,0,2,0,-8,0,0
3,,7222,Al Fayha,city Riyadh Al Fayha district_395,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,0
3,,7223,Al Fayha,city Riyadh Al Fayha district_396,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,1,0,0,0,0,1,0,1,0,11,10,1,0,0,-11,0,0
3,,7224,Al Fayha,city Riyadh Al Fayha district_397,Resid.,Open,,,,,0.19,0.12,0,0,0,0,0,5,0,0,0,0,5,1,1,3,27,23,1,3,0,-26,0,0
3,,7225,Al Fayha,city Riyadh Al Fayha district_398,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,3,0,0,0,0,3,1,1,1,4,2,1,1,0,-3,0,0
3,,7228,Al Fayha,city Riyadh Al Fayha district_401,Resid.,Open,,,,,0.16,0.1,0,0,0,0,0,8,0,0,0,0,8,1,5,2,24,19,2,3,0,-22,0,0
3,,7229,Al Fayha,city Riyadh Al Fayha district_402,Resid.,Open,,,,,0.17,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,0,1,0,-24,0,0
3,,7230,Al Fayha,city Riyadh Al Fayha district_403,Resid.,Open,,,,,0.11,0.07,0,0,0,0,0,3,0,0,0,0,3,0,1,2,19,13,1,5,0,-15,0,0
