PRIORITY,OCR_STATUS,territory_id,District,territory_name,Type,STATUS,Agents,Cycle,Start (actual Start date),End (actual end date),Actual Man-Day,Days planned,Number_of_landmark,Number_of_trending,Number_of_regional,Number_of_iconic,Number_of_brands,total_logs,total_survey_logs,survey_log_new,survey_log_update_exist,survey_log_deleted,total_poi_portal,poi_portal_log_new,poi_portal_log_update_exist,poi_portal_log_deleted,total_trx,trx_draft,trx_ready_to_publish,trx_archived,trx_in_progress,Diffrencess,Area Score,high dansity ?
3,,7231,Al Fayha,city Riyadh Al Fayha district_404,Resid.,Open,,,,,0.12,0.08,0,0,0,0,0,4,0,0,0,0,4,1,1,2,20,15,1,4,0,-17,0,0
3,,7494,Al Mahdiyah,city Riyadh Al Mahdiyah district_1022,Resid.,Open,,,,,0.07,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,1,0,-10,0,0
3,,7496,Al Mahdiyah,city Riyadh Al Mahdiyah district_1024,Resid.,Open,,,,,0.12,0.08,0,0,0,0,0,1,0,0,0,0,1,0,0,1,20,17,0,3,0,-17,0,YES
3,,7503,Al Mahdiyah,city Riyadh Al Mahdiyah district_1031,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,1,0,0,0,0,1,0,1,0,9,6,1,2,0,-7,0,0
3,,7507,Al Mahdiyah,city Riyadh Al Mahdiyah district_1035,Mixed.,Open,,,,,0.16,0.11,0,0,0,0,0,2,0,0,0,0,2,0,2,0,28,22,1,5,0,-23,0,0
3,,7516,Al Mahdiyah,city Riyadh Al Mahdiyah district_1044,Mixed.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,1,0,-9,0,YES
3,,7521,Al Mahdiyah,city Riyadh Al Mahdiyah district_1049,Resid.,Open,,,,,0.14,0.09,0,0,0,0,0,7,0,0,0,0,7,0,6,1,25,17,2,6,0,-19,0,YES
3,,7526,Al Mahdiyah,city Riyadh Al Mahdiyah district_1054,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,1,0,0,0,0,1,0,1,0,9,7,1,1,0,-8,0,0
3,,7527,Al Mahdiyah,city Riyadh Al Mahdiyah district_1055,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,2,0,0,0,0,2,0,0,2,8,6,0,2,0,-6,0,YES
3,,7528,Al Mahdiyah,city Riyadh Al Mahdiyah district_1056,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,5,0,0,0,0,5,0,0,5,16,8,0,8,0,-8,0,0
3,,7793,Al Qadisiyah,city Riyadh Al Qadisiyah district_109,Resid.,Open,,,,,0.11,0.08,0,0,0,0,0,2,0,0,0,0,2,0,2,0,18,15,1,2,0,-16,0,0
3,,7800,Al Qadisiyah,city Riyadh Al Qadisiyah district_116,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,4,0,0,0,0,4,0,4,0,9,8,1,0,0,-9,0,0
3,,7801,Al Qadisiyah,city Riyadh Al Qadisiyah district_117,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,3,0,0,0,0,3,1,1,1,4,2,1,1,0,-3,0,0
3,,7809,Al Qadisiyah,city Riyadh Al Qadisiyah district_65,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,4,1,0,0,-5,0,0
3,,7810,Al Qadisiyah,city Riyadh Al Qadisiyah district_66,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,5,0,0,0,0,5,0,3,2,14,9,1,4,0,-12,0,YES
3,,7811,Al Qadisiyah,city Riyadh Al Qadisiyah district_67,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,-9,0,0
3,,7814,Al Qadisiyah,city Riyadh Al Qadisiyah district_70,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
3,,7813,Al Qadisiyah,city Riyadh Al Qadisiyah district_69,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,-9,0,0
3,,7815,Al Qadisiyah,city Riyadh Al Qadisiyah district_71,Resid.,Open,,,,,0.12,0.08,0,0,0,0,0,1,0,0,0,0,1,0,0,1,19,17,0,2,0,-17,0,0
3,,7816,Al Qadisiyah,city Riyadh Al Qadisiyah district_72,Mixed.,Open,,,,,0.13,0.09,0,0,0,0,0,1,0,0,0,0,1,0,0,1,21,18,0,3,0,-18,0,0
3,,7817,Al Qadisiyah,city Riyadh Al Qadisiyah district_73,Resid.,Open,,,,,0.13,0.09,0,0,0,0,0,1,0,0,0,0,1,0,1,0,19,17,1,1,0,-18,0,0
3,,7818,Al Qadisiyah,city Riyadh Al Qadisiyah district_74,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,3,0,0,0,0,3,1,1,1,5,3,1,1,0,-4,0,0
3,,7820,Al Qadisiyah,city Riyadh Al Qadisiyah district_76,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,3,0,0,0,0,3,0,3,0,4,3,1,0,0,-4,0,0
3,,7825,Al Qadisiyah,city Riyadh Al Qadisiyah district_81,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,4,0,0,0,0,4,1,2,1,7,3,2,2,0,-5,0,0
3,,7829,Al Qadisiyah,city Riyadh Al Qadisiyah district_85,Mixed.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,2,0,-9,0,0
3,,7830,Al Qadisiyah,city Riyadh Al Qadisiyah district_86,Mixed.,Open,,,,,0.08,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,-11,0,0
3,,7832,Al Qadisiyah,city Riyadh Al Qadisiyah district_88,Mixed.,Open,,,,,0.17,0.11,0,0,0,0,0,3,0,0,0,0,3,1,1,1,26,23,1,2,0,-24,0,0
3,,5244,Al Rafiha,city Riyadh Al Rafiha district_1153,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10,6,1,3,0,-7,0,0
3,,5251,Al Rafiha,city Riyadh Al Rafiha district_1160,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,2,0,-6,0,0
3,,5246,Al Rafiha,city Riyadh Al Rafiha district_1155,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,3,0,0,0,0,3,1,1,1,14,10,1,3,0,-11,0,0
3,,5252,Al Rafiha,city Riyadh Al Rafiha district_1161,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,6,0,0,0,0,6,0,6,0,12,9,2,1,0,-11,0,0
3,,5253,Al Rafiha,city Riyadh Al Rafiha district_1162,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
3,,5254,Al Rafiha,city Riyadh Al Rafiha district_1163,Mixed.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,-3,0,0
3,,5256,Al Rafiha,city Riyadh Al Rafiha district_1165,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,4,0,0,0,0,4,1,1,2,6,2,1,3,0,-3,0,0
3,,5258,Al Rafiha,city Riyadh Al Rafiha district_1167,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
3,,5260,Al Rafiha,city Riyadh Al Rafiha district_1169,Mixed.,Open,,,,,0.02,0.01,0,0,0,0,0,5,0,0,0,0,5,1,1,3,6,2,1,3,0,-3,0,0
3,,5261,Al Rafiha,city Riyadh Al Rafiha district_1170,Mixed.,Open,,,,,0.03,0.02,0,0,0,0,0,3,0,0,0,0,3,0,0,3,7,4,0,3,0,-4,0,0
3,,8137,Al Shifa,city Riyadh Al Shifa district_276,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,4,0,0,0,0,4,1,1,2,14,10,1,3,0,-12,0,0
3,,8140,Al Shifa,city Riyadh Al Shifa district_279,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,4,0,0,0,0,4,1,2,1,7,3,2,2,0,-5,0,0
3,,8144,Al Shifa,city Riyadh Al Shifa district_283,Mixed.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
3,,8146,Al Shifa,city Riyadh Al Shifa district_285,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,6,0,0,0,0,6,2,2,2,8,3,2,3,0,-5,0,0
3,,8147,Al Shifa,city Riyadh Al Shifa district_286,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,-11,0,0
3,,8152,Al Shifa,city Riyadh Al Shifa district_291,Resid.,Open,,,,,0.11,0.07,0,0,0,0,0,1,0,0,0,0,1,0,1,0,16,14,1,1,0,-15,0,0
3,,8155,Al Shifa,city Riyadh Al Shifa district_294,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,YES
3,,8157,Al Shifa,city Riyadh Al Shifa district_296,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
3,,8164,Al Shifa,city Riyadh Al Shifa district_303,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
3,,8165,Al Shifa,city Riyadh Al Shifa district_304,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,7,0,0,0,0,7,1,1,5,15,7,1,7,0,-12,0,0
3,,8174,Al Shifa,city Riyadh Al Shifa district_313,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,3,0,0,0,0,3,1,1,1,9,6,1,2,0,-7,0,0
3,,8175,Al Shifa,city Riyadh Al Shifa district_314,Resid.,Open,,,,,0.19,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,0,1,0,-26,0,0
3,,8181,Al Shifa,city Riyadh Al Shifa district_320,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9,8,0,1,0,-9,0,0
3,,8189,Al Shifa,city Riyadh Al Shifa district_328,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,3,0,0,0,0,3,1,1,1,16,12,1,3,0,-13,0,0
3,,8192,Al Shifa,city Riyadh Al Shifa district_331,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
3,,8201,Al Shifa,city Riyadh Al Shifa district_340,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,4,0,0,0,0,4,1,2,1,9,4,2,3,0,-6,0,0
3,,8204,Al Shifa,city Riyadh Al Shifa district_343,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,3,1,0,0,-3,0,0
3,,8206,Al Shifa,city Riyadh Al Shifa district_345,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,-3,0,0
3,,8207,Al Shifa,city Riyadh Al Shifa district_346,Mixed.,Open,,,,,0.02,0.01,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,3,0,1,0,-3,0,0
3,,8208,Al Shifa,city Riyadh Al Shifa district_589,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
3,,8210,Al Sulay,city Riyadh Al Sulay district_10,Mixed.,Open,,,,,0.08,0.05,0,0,0,0,0,1,0,0,0,0,1,0,1,0,11,10,1,0,0,-11,0,0
3,,8212,Al Sulay,city Riyadh Al Sulay district_510,Mixed.,Open,,,,,0.23,0.15,0,0,0,0,0,11,0,0,0,0,11,0,8,3,35,26,3,6,0,-32,0,0
3,,8213,Al Sulay,city Riyadh Al Sulay district_511,Com,Open,,,,,0.17,0.11,0,0,0,0,0,4,0,0,0,0,4,0,4,0,25,22,2,1,0,-24,0,0
3,,8218,Al Sulay,city Riyadh Al Sulay district_516,Mixed.,Open,,,,,0.16,0.11,0,0,0,0,0,2,0,0,0,0,2,0,2,0,25,22,1,2,0,-23,0,0
3,,8219,Al Sulay,city Riyadh Al Sulay district_517,Mixed.,Open,,,,,0.15,0.1,0,0,0,0,0,3,0,0,0,0,3,0,3,0,22,20,1,1,0,-21,0,0
3,,8221,Al Sulay,city Riyadh Al Sulay district_519,Mixed.,Open,,,,,0.11,0.07,0,0,0,0,0,4,0,0,0,0,4,0,4,0,15,14,1,0,0,-15,0,0
3,,8222,Al Sulay,city Riyadh Al Sulay district_520,Mixed.,Open,,,,,0.16,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,-22,0,0
3,,8223,Al Sulay,city Riyadh Al Sulay district_521,Mixed.,Open,,,,,0.14,0.1,0,0,0,0,0,5,0,0,0,0,5,0,3,2,21,16,2,3,0,-20,0,0
3,,8224,Al Sulay,city Riyadh Al Sulay district_522,Mixed.,Open,,,,,0.03,0.02,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,4,0,2,0,-4,0,0
3,,8227,Al Sulay,city Riyadh Al Sulay district_525,Mixed.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
3,,8226,Al Sulay,city Riyadh Al Sulay district_524,Mixed.,Open,,,,,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,1,0,-7,0,0
3,,8228,Al Sulay,city Riyadh Al Sulay district_526,Mixed.,Open,,,,,0.06,0.04,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9,7,0,2,0,-8,0,0
3,,8229,Al Sulay,city Riyadh Al Sulay district_527,Mixed.,Open,,,,,0.05,0.03,0,0,0,0,0,2,0,0,0,0,2,0,2,0,7,6,1,0,0,-7,0,0
3,,8233,Al Sulay,city Riyadh Al Sulay district_531,Mixed.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
3,,8235,Al Sulay,city Riyadh Al Sulay district_533,Mixed.,Open,,,,,0.11,0.07,0,0,0,0,0,4,0,0,0,0,4,1,1,2,16,13,1,2,0,-15,0,0
3,,8237,Al Sulay,city Riyadh Al Sulay district_535,Mixed.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
3,,8238,Al Sulay,city Riyadh Al Sulay district_536,Mixed.,Open,,,,,0.07,0.05,0,0,0,0,0,4,0,0,0,0,4,0,4,0,10,8,2,0,0,-10,0,0
3,,8239,Al Sulay,city Riyadh Al Sulay district_537,Mixed.,Open,,,,,0.08,0.05,0,0,0,0,0,2,0,0,0,0,2,0,2,0,11,10,1,0,0,-11,0,0
3,,8240,Al Sulay,city Riyadh Al Sulay district_538,Mixed.,Open,,,,,0.07,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,1,0,-10,0,0
3,,8241,Al Sulay,city Riyadh Al Sulay district_539,Mixed.,Open,,,,,0.14,0.1,0,0,0,0,0,3,0,0,0,0,3,0,3,0,24,19,1,4,0,-20,0,0
3,,8242,Al Sulay,city Riyadh Al Sulay district_540,Mixed.,Open,,,,,0.11,0.07,0,0,0,0,0,3,0,0,0,0,3,0,3,0,18,14,1,3,0,-15,0,0
3,,8244,Al Sulay,city Riyadh Al Sulay district_542,Mixed.,Open,,,,,0.16,0.11,0,0,0,0,0,9,0,0,0,0,9,0,8,1,24,20,3,1,0,-23,0,0
3,,8243,Al Sulay,city Riyadh Al Sulay district_541,Mixed.,Open,,,,,0.19,0.12,0,0,0,0,0,2,0,0,0,0,2,0,2,0,27,25,1,1,0,-26,0,0
3,,8245,Al Sulay,city Riyadh Al Sulay district_543,Mixed.,Open,,,,,0.18,0.12,0,0,0,0,0,3,0,0,0,0,3,0,3,0,25,23,2,0,0,-25,0,0
3,,8246,Al Sulay,city Riyadh Al Sulay district_544,Mixed.,Open,,,,,0.14,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,-19,0,0
3,,8247,Al Sulay,city Riyadh Al Sulay district_545,Mixed.,Open,,,,,0.11,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,1,0,-15,0,0
3,,8248,Al Sulay,city Riyadh Al Sulay district_546,Mixed.,Open,,,,,0.09,0.06,0,0,0,0,0,2,0,0,0,0,2,0,0,2,16,12,0,4,0,-12,0,0
3,,8249,Al Sulay,city Riyadh Al Sulay district_547,Mixed.,Open,,,,,0.27,0.18,0,0,0,0,0,4,0,0,0,0,4,1,2,1,41,36,2,3,0,-38,0,0
3,,8250,Al Sulay,city Riyadh Al Sulay district_548,Mixed.,Open,,,,,0.19,0.13,0,0,0,0,0,2,0,0,0,0,2,0,2,0,27,26,1,0,0,-27,0,0
3,,8251,Al Sulay,city Riyadh Al Sulay district_549,Mixed.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
3,,8252,Al Sulay,city Riyadh Al Sulay district_550,Mixed.,Open,,,,,0.11,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,-16,0,0
3,,8253,Al Sulay,city Riyadh Al Sulay district_551,Mixed.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
3,,8254,Al Sulay,city Riyadh Al Sulay district_552,Mixed.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,2,0,-8,0,0
3,,8255,Al Sulay,city Riyadh Al Sulay district_553,Mixed.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,-6,0,0
3,,8257,Al Sulay,city Riyadh Al Sulay district_555,Mixed.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,-6,0,0
3,,8258,Al Sulay,city Riyadh Al Sulay district_556,Mixed.,Open,,,,,0.13,0.09,0,0,0,0,0,5,0,0,0,0,5,0,4,1,21,16,2,3,0,-18,0,0
3,,8260,Al Sulay,city Riyadh Al Sulay district_559,Mixed.,Open,,,,,0.22,0.15,0,0,0,0,0,4,0,0,0,0,4,0,4,0,32,29,2,1,0,-31,0,0
3,,8262,Al Sulay,city Riyadh Al Sulay district_617,Com,Open,,,,,0.06,0.04,0,0,0,0,0,4,0,0,0,0,4,0,4,0,9,8,1,0,0,-9,0,0
3,,8263,Al Sulay,city Riyadh Al Sulay district_618,Mixed.,Open,,,,,0.07,0.05,0,0,0,0,0,3,0,0,0,0,3,1,1,1,13,9,1,3,0,-10,0,0
3,,8264,Al Sulay,city Riyadh Al Sulay district_619,Mixed.,Open,,,,,0.06,0.04,0,0,0,0,0,4,0,0,0,0,4,0,4,0,8,7,1,0,0,-8,0,0
3,,8266,Al Sulay,city Riyadh Al Sulay district_621,Mixed.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,-4,0,0
3,,8273,Al Sulay,city Riyadh Al Sulay district_628,Com,Open,,,,,0.03,0.02,0,0,0,0,0,4,0,0,0,0,4,0,4,0,4,3,1,0,0,-4,0,0
3,,8284,Al Sulay,city Riyadh Al Sulay district_640,Mixed.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,2,0,-5,0,0
3,,8285,Al Sulay,city Riyadh Al Sulay district_641,Mixed.,Open,,,,,0.04,0.02,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7,5,0,2,0,-5,0,0
3,,8286,Al Sulay,city Riyadh Al Sulay district_642,Mixed.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,-6,0,0
3,,8287,Al Sulay,city Riyadh Al Sulay district_643,Mixed.,Open,,,,,0.07,0.05,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10,9,1,0,0,-10,0,0
3,,8288,Al Sulay,city Riyadh Al Sulay district_644,Com,Open,,,,,0.1,0.07,0,0,0,0,0,5,0,0,0,0,5,0,5,0,14,11,3,0,0,-14,0,0
3,,8290,Al Sulay,city Riyadh Al Sulay district_646,Mixed.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,0
3,,8292,Al Sulay,city Riyadh Al Sulay district_648,Mixed.,Open,,,,,0.1,0.07,0,0,0,0,0,3,0,0,0,0,3,0,3,0,15,13,1,1,0,-14,0,0
3,,8294,Al Sulay,city Riyadh Al Sulay district_650,Mixed.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,-5,0,0
3,,8304,Al Sulay,city Riyadh Al Sulay district_660,Mixed.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,1,0,-9,0,0
3,,8295,Al Sulay,city Riyadh Al Sulay district_651,Com,Open,,,,,0.07,0.05,0,0,0,0,0,1,0,0,0,0,1,0,1,0,12,9,1,2,0,-10,0,0
3,,8306,Al Sulay,city Riyadh Al Sulay district_662,Mixed.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,0
3,,8307,Al Sulay,city Riyadh Al Sulay district_663,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,3,0,1,0,-3,0,0
3,,8308,Al Sulay,city Riyadh Al Sulay district_664,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,-6,0,0
3,,8309,Al Sulay,city Riyadh Al Sulay district_665,Mixed.,Open,,,,,0.1,0.07,0,0,0,0,0,1,0,0,0,0,1,0,1,0,14,13,1,0,0,-14,0,0
3,,8312,Al Sulay,city Riyadh Al Sulay district_668,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,1,0,0,0,0,1,0,0,1,8,6,0,2,0,-6,0,0
3,,8314,Al Sulay,city Riyadh Al Sulay district_670,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7,6,0,1,0,-6,0,0
3,,8316,Al Sulay,city Riyadh Al Sulay district_672,Mixed.,Open,,,,,0.03,0.02,0,0,0,0,0,2,0,0,0,0,2,0,0,2,6,4,0,2,0,-4,0,0
3,,8317,Al Sulay,city Riyadh Al Sulay district_673,Mixed.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,0
3,,8318,Al Sulay,city Riyadh Al Sulay district_674,Mixed.,Open,,,,,0.05,0.03,0,0,0,0,0,2,0,0,0,0,2,0,2,0,7,6,1,0,0,-7,0,0
3,,8319,Al Sulay,city Riyadh Al Sulay district_675,Mixed.,Open,,,,,0.1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,2,0,-14,0,0
3,,8322,Al Sulay,city Riyadh Al Sulay district_678,Com,Open,,,,,0.06,0.04,0,0,0,0,0,4,0,0,0,0,4,0,4,0,9,6,2,1,0,-8,0,0
3,,8324,Al Sulay,city Riyadh Al Sulay district_680,Mixed.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,-6,0,0
3,,8326,Al Sulay,city Riyadh Al Sulay district_682,Mixed.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,-4,0,0
3,,8330,Al Sulay,city Riyadh Al Sulay district_8,Mixed.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,-4,0,0
3,,8334,Al Suwaidi,city Riyadh Al Suwaidi district_225,Mixed.,Open,,,,,0.02,0.01,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,3,0,3,0,-3,0,0
3,,8337,Al Suwaidi,city Riyadh Al Suwaidi district_228,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,2,0,0,0,0,2,0,2,0,5,3,1,1,0,-4,0,0
3,,8338,Al Suwaidi,city Riyadh Al Suwaidi district_229,Mixed.,Open,,,,,0.12,0.08,0,0,0,0,0,7,2,0,2,0,5,1,3,1,22,14,3,5,0,-15,0,YES
3,,8339,Al Suwaidi,city Riyadh Al Suwaidi district_230,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,2,0,0,0,0,2,0,2,0,13,9,2,2,0,-11,0,0
3,,8349,Al Suwaidi,city Riyadh Al Suwaidi district_32,Resid.,Open,,,,,0.11,0.08,0,0,0,0,0,1,0,0,0,0,1,0,0,1,19,15,0,4,0,-16,0,0
3,,8351,Al Suwaidi,city Riyadh Al Suwaidi district_34,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,3,3,0,2,1,0,0,0,0,10,4,2,4,0,-4,0,0
3,,8352,Al Suwaidi,city Riyadh Al Suwaidi district_35,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,2,0,-7,0,0
3,,8356,Al Suwaidi,city Riyadh Al Suwaidi district_39,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10,6,1,3,0,-7,0,YES
3,,8357,Al Suwaidi,city Riyadh Al Suwaidi district_40,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,3,0,0,0,0,3,1,1,1,5,2,1,2,0,-3,0,YES
3,,8359,Al Suwaidi,city Riyadh Al Suwaidi district_42,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,2,0,0,0,0,2,0,1,1,10,6,1,3,0,-7,0,0
3,,8362,Al Suwaidi,city Riyadh Al Suwaidi district_45,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,9,0,0,0,0,9,1,6,2,12,6,2,4,0,-8,0,0
3,,8364,Al Suwaidi,city Riyadh Al Suwaidi district_47,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,5,0,0,0,0,5,1,1,3,12,7,1,4,0,-8,0,0
3,,8365,Al Suwaidi,city Riyadh Al Suwaidi district_48,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,5,1,1,0,-6,0,0
3,,8366,Al Suwaidi,city Riyadh Al Suwaidi district_49,Resid.,Open,,,,,0.07,0.05,0,0,0,0,0,4,1,0,0,1,3,1,1,1,13,9,1,3,0,-10,0,0
3,,8367,Al Suwaidi,city Riyadh Al Suwaidi district_50,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,7,0,0,0,0,7,1,4,2,16,10,2,4,0,-13,0,YES
3,,8368,Al Suwaidi,city Riyadh Al Suwaidi district_51,Resid.,Open,,,,,0.16,0.1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,24,21,1,2,0,-22,0,0
3,,8372,Al Suwaidi,city Riyadh Al Suwaidi district_55,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,6,0,0,0,0,6,1,4,1,14,11,2,1,0,-13,0,YES
3,,8380,Al Suwaidi,city Riyadh Al Suwaidi district_63,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,2,0,0,0,0,2,0,2,0,10,8,1,1,0,-9,0,0
3,,8382,Al Suwaidi,city Riyadh Al Suwaidi district_65,Resid.,Open,,,,,0.12,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,-17,0,0
